TIPO DE MORTE;ANO;MÊS;DIA;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;ZONA
HOMICIDIO;2014;5;sábado;20:00-24:00;FELIPE CAMARÃO;R MIRAI - EM FRENTE A ELETRONICA DE JANILSON;MASCULINO;NEGRA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;sábado;16:00-20:00;FELIPE CAMARÃO;R OESTE;MASCULINO;NEGRA;25;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;1;sábado;20:00-24:00;FELIPE CAMARÃO;R PAI CELESTIAL;MASCULINO;PARDA;19;DETENTO FUGITIVO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;11;sábado;08:00-12:00;FELIPE CAMARÃO;R MARISTELA ALVES, MORRO DE AREIA EM FELIPE CAMARAO;MASCULINO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;NAO IDENTIFICADO;Oeste
HOMICIDIO;2016;1;sábado;16:00-20:00;FELIPE CAMARÃO;R PAI CELESTIAL, VIZINHO AO N° 50 A;MASCULINO;PARDA;17;AUXILIAR DE SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2016;2;sábado;12:00-16:00;GUARAPES;R CIDADE JARDIM;MASCULINO;PARDA;25;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;10;sábado;NI;FELIPE CAMARÃO;R POTY Nº 252;MASCULINO;BRANCA;42;SEM PROFISSAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;6;sábado;12:00-16:00;FELIPE CAMARÃO;R SANTA CRISTINA ;MASCULINO;PARDA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;5;sábado;12:00-16:00;FELIPE CAMARÃO;R SANTA HELENA;MASCULINO;PARDA;24;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;5;sábado;20:00-24:00;IGAPÓ;HOSPITAL SANTA CATARINA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;10;sábado;12:00-16:00;FELIPE CAMARÃO;R SAO DOMINGOS E PEDRINHO BEZERRA;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;11;sábado;16:00-20:00;IGAPÓ;R JOAO RODRIGUES DA SILVA;MASCULINO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
LATROCINIO;2016;6;sábado;12:00-16:00;LAGOA AZUL;AV. GUARARAPES ESQUINA COM RUA DR. FERREIRINHA DE LIMA;MASCULINO;PARDA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;12;sábado;20:00-24:00;FELIPE CAMARÃO;RUA RAINHA DO MAR - PROXIMO A EMPRESA CONCEIÇÃO E ATRAS DA IMUNIZADORA POTIGUAR;MASCULINO;PARDA;28;AUTONOMO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;12;sábado;20:00-24:00;FELIPE CAMARÃO;RUA RAINHA DO MAR - PROXIMO A EMPRESA CONCEIÇÃO E ATRAS DA IMUNIZADORA POTIGUAR;FEMININO;PARDA;30;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;2;sábado;20:00-24:00;FELIPE CAMARÃO;TV MAR E CEU;MASCULINO;BRANCA;30;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;8;sábado;NI;FELIPE CAMARÃO;TV MIRASOL;MASCULINO;BRANCA;19;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;3;sábado;16:00-20:00;FELIPE CAMARÃO;TV PINHEIRO;MASCULINO;BRANCA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2016;2;sábado;08:00-12:00;FELIPE CAMARÃO;TV TODOS OS SANTOS;MASCULINO;NEGRA;35;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;4;sábado;16:00-20:00;LAGOA AZUL;R MONTE CAPITOLIA - NORDELANDIA;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2017;12;sábado;08:00-12:00;FELIPE CAMARÃO;RUA NOSSA SENHORA DO ROSARIO Nº 85 - PROXIMO AO COLEGIO DJALMA MARANHAO NUMA CAPOTARIA E POSTO DE SAUDE;MASCULINO;PARDA;45;CAPOTEIRO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;9;sábado;20:00-24:00;FELIPE CAMARÃO;RUA JOSE VICENTE Nº 33 - EM FRENTE A SUA RESIDENCIA;MASCULINO;NI;24;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;10;sábado;00:00-04:00;FELIPE CAMARÃO;RUA DA FE, EM FRENTE A CASA Nº 232, PROXIMO A PRACINHA SITUADA NA RUA DOS CAMPOS;MASCULINO;PARDA;20;RECICLADOR;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;9;sábado;20:00-24:00;FELIPE CAMARÃO;RUA INDOMAR, PROXIMO AO ANTIGO FORRO DA VELHA;MASCULINO;PARDA;48;PINTOR;NI;OBJETO CONTUNDENTE;Oeste
HOMICIDIO;2017;10;sábado;08:00-12:00;FELIPE CAMARÃO;RUA PADRE JOAO MARIA, Nº 421, PROXIMO A LINHA FERREA, CRUZAMENTO COM A RUA PADRE CICERO;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;7;sábado;16:00-20:00;FELIPE CAMARÃO;RUA SANTA IZABEL;MASCULINO;PARDA;28;GARÇOM;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;5;sábado;12:00-16:00;FELIPE CAMARÃO;RUA JOAQUIM DE CASTRO, EM FRENTE AO Nº 170 PROXIMO A LION AUDIO CAR, CRUZAMENTO COM A RUA INDOMAR, NA RUA DA IGREJA UNIVERSAL, LATERAL DO SUPERMERCADO REDE MAIS;MASCULINO;PARDA;16;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;3;sábado;NI;FELIPE CAMARÃO;R SILVA;MASCULINO;NEGRA;34;ASG;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;4;sábado;00:00-04:00;FELIPE CAMARÃO;TRAVESSA FERRO CARDOSO, ESQUINA COM A RUA RAINHA DO MAR, POR TRAS DA GARAGEM DA EMPRESA DE ONIBUS CONCEIÇÃO, PROXIMO AO MORRO;MASCULINO;PARDA;27;GARÇON;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;9;sábado;08:00-12:00;LAGOA AZUL;R SAO GERALDO Nº 572;MASCULINO;BRANCA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2017;1;sábado;04:00-08:00;FELIPE CAMARÃO;RUA TODOS OS SANTOS;MASCULINO;PARDA;25;DESEMPREGADO;NI;ESPANCAMENTO;Oeste
HOMICIDIO;2017;9;sábado;04:00-08:00;FELIPE CAMARÃO;TV SANTA MARIA GORETE;MASCULINO;PARDA;15;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;5;sábado;20:00-24:00;GUARAPES;R DESUIT ROSADO, Nº 3580;MASCULINO;NEGRA;35;NI;NI;ARMA BRANCA;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2015;8;sábado;16:00-20:00;GUARAPES;R NOSSA SRA DAS VITORIAS;MASCULINO;PARDA;49;BISCATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Oeste
HOMICIDIO;2016;10;sábado;08:00-12:00;NOSSA SRA DA APRESENTAÇÃO;RUA ILHA DO PRINCIPE ,365;MASCULINO;PARDA;48;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;3;sábado;00:00-04:00;LAGOA NOVA;R EDUARDO GURGEL;MASCULINO;BRANCA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Sul
HOMICIDIO;2013;3;sábado;20:00-24:00;GUARAPES;R COLIBRI;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;9;sábado;NI;GUARAPES;R DA LAGOA SECA;MASCULINO;PARDA;30;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;12;sábado;NI;GUARAPES;R DO IGAPO EM FRENTE AO N° 157;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;7;sábado;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;R PONTE NOVA, PROX. A INTERLAGO NA AV DAS FRONTEIRAS ;FEMININO;NEGRA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2016;9;sábado;04:00-08:00;GUARAPES;RUA CANDELARIA , 198;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;2;sábado;00:00-04:00;IGAPÓ;R SANTIAGO;MASCULINO;PARDA;28;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2015;4;sábado;00:00-04:00;NOSSA SRA DA APRESENTAÇÃO;R ANTINI DE SANTANA, JARDIM PROGRESSO;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;9;sábado;NI;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;33;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;2;sábado;NI;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;3;sábado;16:00-20:00;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;6;sábado;16:00-20:00;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;8;sábado;00:00-04:00;NOSSA SRA DA APRESENTAÇÃO;R COMANDANTE COSTA ;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;11;sábado;16:00-20:00;IGAPÓ;ENCONTRADO NA BR 101 Norte;MASCULINO;PARDA;31;NI;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;5;sábado;08:00-12:00;NOSSA SRA DA APRESENTAÇÃO;R DA LIBERDADE;MASCULINO;BRANCA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;7;sábado;16:00-20:00;IGAPÓ;R ANTONIO SOUZA, PROXIMO A IGREJA CATOLICA;MASCULINO;NEGRA;39;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;2;sábado;00:00-04:00;IGAPÓ;R ARAGUARI, S/N;MASCULINO;NEGRA;20;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;1;sábado;12:00-16:00;IGAPÓ;R BELA VISTA;MASCULINO;PARDA;24;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;3;sábado;16:00-20:00;IGAPÓ;R FELIPE DOS SANTOS Nº 454;MASCULINO;NEGRA;23;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;11;sábado;20:00-24:00;IGAPÓ;R JOAO RODRIGUES DA SILVA;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;11;sábado;20:00-24:00;IGAPÓ;R JOAO RODRIGUES DA SILVA;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;6;sábado;04:00-08:00;IGAPÓ;R NOSSA SENHORA DO O ;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;4;sábado;12:00-16:00;IGAPÓ;R PEQUENO CLAYTON ESQ COM R SAO MIGUEL, LOT VILA PARAISO;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2014;7;sábado;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;R JOAO ANIZIO, AO LADO DO MERCADINHO CENTRAL, JARDIM PROGRESSO;FEMININO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ESPANCAMENTO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2013;6;sábado;12:00-16:00;IGAPÓ;R SANTA LUZIA;MASCULINO;PARDA;40;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;1;sábado;20:00-24:00;IGAPÓ;R SANTA LUZIA , NA CALCADA DA RESIDENCIA DE N° 1257 FV;MASCULINO;NEGRA;26;EX DETENTO DESOCUPADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;10;sábado;20:00-24:00;IGAPÓ;R SANTO AGOSTINHO - 287;MASCULINO;NEGRA;27;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;5;sábado;04:00-08:00;IGAPÓ;R SATURNO;MASCULINO;PARDA;21;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;3;sábado;20:00-24:00;IGAPÓ;R SGTº CLOVIS;MASCULINO;BRANCA;27;ESTUDANTE D;ENSINO SUPERIOR;ARMA DE FOGO;Norte
HOMICIDIO;2015;4;sábado;20:00-24:00;IGAPÓ;R VULPIANO CAVALCANTE, 06, CONJ VILA PARAISO;MASCULINO;PARDA;24;CALCETEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;3;sábado;00:00-04:00;PAJUÇARA;R JOSE SOBRINHO LOT. NOVO HORIZONTE - PAJUCARA - NATAL;MASCULINO;BRANCA;25;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;7;sábado;20:00-24:00;IGAPÓ;RUA PEQUENO CLAITON;MASCULINO;PARDA;19;MILITAR;ENSINO SUPERIOR;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2017;9;sábado;08:00-12:00;IGAPÓ;PRAÇA SAO VICENTE DE PAULA - EM FRENTE AO CARTORIO DE IGAPO;MASCULINO;PARDA;38;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;12;sábado;12:00-16:00;IGAPÓ;AV TOMAZ LANDIM - VIADUTO DE IGAPO EM FRENTE AO RESTAURANTE POPULAR;MASCULINO;PARDA;59;MECANICO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2017;2;sábado;20:00-24:00;IGAPÓ;TV STA LUZIA, EM FRENTE AO Nº 204 CASA 2 - PROX A CLINICA OITAVA ROSADO;MASCULINO;PARDA;35;MECANICO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;8;sábado;04:00-08:00;IGAPÓ;CORPO LOCALIZADO NO MANGUEZAL AS MARGENS DO RIO POTENGI, PROXIMO A PONTE VELHA, NA COMUNIDADE DO BEIRA RIO;MASCULINO;PARDA;30;PESCADOR;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;1;sábado;20:00-24:00;IGAPÓ;TV SANTA LUZIA EM FRENTE AO Nº 06;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;12;sábado;08:00-12:00;LAGOA AZUL;AV NILO JALES;MASCULINO;BRANCA;33;NI;NI;ARMA BRANCA;Norte
HOMICIDIO;2014;11;sábado;16:00-20:00;LAGOA AZUL;R APOSTOLO FELIPE 48;MASCULINO;NEGRA;37;NI;NI;ARMA BRANCA;Norte
HOMICIDIO;2017;12;sábado;04:00-08:00;LAGOA AZUL;RUA SAO MARTINS, nº 64 - POSTO DE GAS PROXIMO AO POSTO DE GASOLINA DE NOVA NATAL;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;12;sábado;16:00-20:00;LAGOA AZUL;AV GUARARAPES COM A TV FRANCISCO FIGUEIREDO (RUA JOAO RODRIGUES, Nº 39) PROXIMO AO MERCADINHO SANTO EXPEDITO, PROXIMO A IGREJA ASSEMBLEIA DE DEUS, PROXIMO AO CAMPO DO CAJUEIRO;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;3;sábado;12:00-16:00;LAGOA AZUL;EM UM MATAGAL;MASCULINO;PARDA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;6;sábado;20:00-24:00;LAGOA AZUL;LOT BOA ESPERANCA;MASCULINO;NEGRA;20;SEM PROFISSAO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;5;sábado;12:00-16:00;LAGOA AZUL;R APOSTOLO PEDRO, Nº 43;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;2;sábado;12:00-16:00;POTENGI;AV ITAPETINGA;MASCULINO;BRANCA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;8;sábado;16:00-20:00;LAGOA AZUL;R BELA VISTA Nº 18 - SARA MOTO PECAS;MASCULINO;PARDA;21;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;1;sábado;20:00-24:00;POTENGI;R ALCANTARA, PANATIS;MASCULINO;NEGRA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;11;sábado;NI;LAGOA AZUL;R CCAB SUL ,LOTEAMENTO JOSE SARNEY;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;Norte
LATROCINIO;2015;10;sábado;20:00-24:00;LAGOA AZUL;R CECILIO DO NASCIMENTO;MASCULINO;BRANCA;49;POLICIAL MILITAR;ENSINO SUPERIOR;ARMA DE FOGO;Norte
HOMICIDIO;2014;9;sábado;16:00-20:00;PITIMBU;R JUAREZ TAVARES LIRA, POR TRAS DO SAMs CLUB - CONJUNTO SAN VALE;FEMININO;PARDA;33;CABELEIREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Sul
HOMICIDIO;2016;1;sábado;20:00-24:00;LAGOA AZUL;R DAS MANICOBAS;MASCULINO;NEGRA;24;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;12;sábado;20:00-24:00;LAGOA AZUL;R DAS MANICOBAS Nº 3192;MASCULINO;PARDA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;10;sábado;08:00-12:00;POTENGI;RUA JEQUIRICA E ITAPITANGA -FEIRA LIVRE CONJ. SANTA CATARINA;MASCULINO;PARDA;17;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;1;sábado;12:00-16:00;PRAIA DO MEIO;AV PRES CAFE FILHO;FEMININO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2016;4;sábado;00:00-04:00;LAGOA AZUL;R DOS LIRIOS, LOT JOSE SARNEY;MASCULINO;NEGRA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;11;sábado;00:00-04:00;POTENGI;R CHAPADA DE DIAMANTINA;MASCULINO;NEGRA;46;CABELEIREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2015;11;sábado;16:00-20:00;LAGOA AZUL;R JULIO VIANA DE CARVALHO, LOTEAMENTO CAMARA CASCUDO;MASCULINO;PARDA;23;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;3;sábado;08:00-12:00;QUINTAS;1ª TV ANTONIO BASILIO, FAVELA DO JAPAO;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;10;sábado;NI;QUINTAS;NA FAVELA DO JAPAO (NOVO HORIZONTE);MASCULINO;BRANCA;26;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;2;sábado;16:00-20:00;LAGOA AZUL;R MARIA MACEDO;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;2;sábado;20:00-24:00;LAGOA AZUL;R MARIA MACEDO;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;6;sábado;00:00-04:00;LAGOA AZUL;R PALMIRA MAIA COSTA, 408 NORDELANDIA;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;6;sábado;04:00-08:00;LAGOA AZUL;R PALMIRA MAIA COSTA, 408 NORDELANDIA;MASCULINO;NEGRA;24;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;6;sábado;16:00-20:00;LAGOA AZUL;R TIJUANA, LOTEAMENTO BOA ESPERANCA;MASCULINO;PARDA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2013;11;sábado;20:00-24:00;LAGOA AZUL;R VERIADOR SERGIO DIEB;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;12;sábado;00:00-04:00;PONTA NEGRA;R 31 DE MARCO, 343, VILA DE PONTA NEGRA (PROXIMO AO CAMPO DO BOTAFOGO);MASCULINO;PARDA;40;COZINHEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Sul
HOMICIDIO;2016;12;sábado;16:00-20:00;LAGOA AZUL;RUA TRES LAGOA;MASCULINO;PARDA;24;SERVENTE DE PEDREIRO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;12;sábado;20:00-24:00;LAGOA AZUL;RUA ZE MENININHO Nº 3030 A;MASCULINO;PARDA;19;SEM PROFISSAO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2016;8;sábado;20:00-24:00;LAGOA AZUL;TV DA ESPERANÇA;MASCULINO;PARDA;22;SEM PROFISSAO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;6;sábado;00:00-04:00;LAGOA AZUL;RUA DAS VIOLEIROS;MASCULINO;PARDA;33;MONTADOR DE CAMARA FRIA;NI;ARMA BRANCA;Norte
HOMICIDIO;2017;8;sábado;08:00-12:00;LAGOA AZUL;RUA CANTIGA DE RODA, EM FRENTE A RESIDENCIA Nº 3093;FEMININO;PARDA;32;DO LAR;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2017;1;sábado;20:00-24:00;LAGOA AZUL;NI;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;7;sábado;16:00-20:00;LAGOA AZUL;AREA DE MATA, ESTRADA CARROCAVEL, PROXIMO AO TERMINAL DE ONIBS DA LINHA 10-29;MASCULINO;PARDA;30;MOTOBOY;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;4;sábado;00:00-04:00;LAGOA AZUL;RUA JOAO RODRIGUES, Nº 09;MASCULINO;PARDA;31;COZINHEIRO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;9;sábado;16:00-20:00;LAGOA AZUL;RUA DOS REPENTISTAS, Nº 3058, LATERAL DA IGREJA UNIVERSAL;MASCULINO;PARDA;22;DESEMPREGADO;NI;ARMA BRANCA;Norte
HOMICIDIO;2017;10;sábado;16:00-20:00;LAGOA AZUL;RUA PINHAO CONJ. NOVA NATAL - PROXIMO A RESIDENCIA;MASCULINO;PARDA;62;MARCENEIRO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;12;sábado;12:00-16:00;LAGOA AZUL;AV GUARARAPES - PROXIMO AO MERCADINHO DANTAS , IGREJA ASSEMBLEIA DE DEUS E GINASIO NELIO DIAS;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;11;sábado;08:00-12:00;LAGOA AZUL;RUA SAO GERALDO, PROXIMO A AV BUMBA MEU BOI, PROXIMO A CASA DA BANANA.;MASCULINO;PARDA;29;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2017;1;sábado;16:00-20:00;LAGOA AZUL;RUA ANITA MARQUES, Nº 35 - CORPO ENCONTRADO EM UMA GRANJA, PROXIMO AO CONJ DE VILMA;MASCULINO;PARDA;35;MARCENEIRO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;3;sábado;20:00-24:00;LAGOA AZUL;AV TRES AMERICAS, EM FRENTE AO Nº 234 (POR TRAS DA IGREJA CATOLICA);MASCULINO;PARDA;29;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;7;sábado;16:00-20:00;GUARAPES;R CIDADE JARDIM, CIGARREIRA DA PAZ, INFERNINHO;MASCULINO;NEGRA;24;COZINHEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;11;sábado;20:00-24:00;LAGOA AZUL;NI;MASCULINO;PARDA;24;NI;NI;NAO IDENTIFICADO;Norte
HOMICIDIO;2013;2;sábado;08:00-12:00;LAGOA AZUL;R AURIS COELHO 970 BLOCO APT 301 ED. DOM ANTONIO ;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;OBJETO CONTUNDENTE;Norte
HOMICIDIO;2017;9;sábado;20:00-24:00;LAGOA AZUL;RUA MILAJATES - EM FRENTE AO Nº 253;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;3;sábado;20:00-24:00;LAGOA NOVA;AV XAVIER DA SILVEIRA;MASCULINO;BRANCA;17;ENTREGADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Sul
HOMICIDIO;2014;5;sábado;NI;PLANALTO;R ASA BRANCA Nº 34 (CONJUNTO SANTA CLARA);MASCULINO;PARDA;22;FRENTISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
